NOM;STATION;X;Y
A393;393;533769.957775;6239298.80667
A394;394;534269.217322;6239285.08313
A395;395;534768.476591;6239271.35967
A396;396;535267.736102;6239257.63579
A397;397;535766.995518;6239243.91149
A398;398;536266.254928;6239230.18699
A399;399;536765.514358;6239216.46232
A400;400;537264.773781;6239202.73746
A401;401;518279.318256;6239224.98234
A402;402;518778.574151;6239211.26318
A403;403;519277.83004;6239197.54381
A404;404;519777.085949;6239183.82427
A405;405;520276.341857;6239170.10506
A406;406;520775.597738;6239156.38566
A407;407;521274.853061;6239142.66481
A408;408;521774.105948;6239128.94027
A409;409;522273.358828;6239115.21553
A410;410;522772.611728;6239101.49063
A411;411;523271.864623;6239087.76555
A412;412;523771.117574;6239074.04052
A413;413;524270.370279;6239060.31559
A414;414;524769.623227;6239046.59023
A415;415;525268.876078;6239032.86442
A416;416;525768.12895;6239019.13844
A417;417;526267.381817;6239005.41228
A418;418;526766.634653;6238991.68594
A419;419;527265.887571;6238977.95968
A420;420;527765.140239;6238964.2335
A421;421;528264.393149;6238950.50686
A422;422;528763.645994;6238936.77981
A423;423;529262.89883;6238923.05258
A424;424;529762.157597;6238909.32998
A425;425;530261.416955;6238895.6077
A426;426;530760.67642;6238881.88548
A427;427;531259.935609;6238868.16335
A428;428;531759.195042;6238854.44077
A429;429;532258.454406;6238840.71777
A430;430;532757.713736;6238826.99458
A431;431;533256.973062;6238813.27124
A432;432;533756.232406;6238799.54771
A433;433;534255.49172;6238785.82401
A434;434;534754.751037;6238772.10061
A435;435;535254.010374;6238758.37704
A436;436;537251.04755;6238703.47901
A437;437;518764.857653;6238712.00603
A438;438;519264.11328;6238698.28668
A439;439;519763.368901;6238684.56715
A440;440;520262.624602;6238670.84767
A441;441;520761.880076;6238657.12829
A442;442;521261.135219;6238643.40764
A443;443;521760.387706;6238629.68294
A444;444;522259.640186;6238615.95808
A445;445;522758.892685;6238602.23304
A446;446;523258.145156;6238588.50783
A447;447;523757.397618;6238574.78242
A448;448;524256.650111;6238561.05734
A449;449;524755.902576;6238547.33207
A450;450;525255.15503;6238533.60614
A451;451;525754.407501;6238519.88002
A452;452;526253.659943;6238506.15373
A453;453;526752.912378;6238492.42725
A454;454;527252.164834;6238478.7006
A455;455;527751.417264;6238464.97425
A456;456;528250.669695;6238451.24774
A457;457;528749.92214;6238437.52055
A458;458;529249.174551;6238423.79319
A459;459;529748.433166;6238410.07063
A460;460;530247.692431;6238396.34841
A461;461;530746.95169;6238382.62602
A462;462;531246.211003;6238368.90369
A463;463;531745.47007;6238355.18146
A464;464;532244.729377;6238341.45878
A465;465;534741.025513;6238272.84171
A466;466;535240.284539;6238259.11823
A467;467;535739.543803;6238245.3943
A468;468;518751.141138;6238212.74908
A469;469;519250.396525;6238199.02972
A470;470;519749.651883;6238185.31017
A471;471;520248.907236;6238171.59046
A472;472;520748.162694;6238157.87082
A473;473;521247.417272;6238144.1504
A474;474;521746.669444;6238130.42581
A475;475;522245.92155;6238116.70081
A476;476;522745.173647;6238102.97563
A477;477;523244.425716;6238089.25026
A478;478;523743.67778;6238075.52472
A479;479;524242.929925;6238061.79926
A480;480;524742.18182;6238048.07386
A481;481;525241.433986;6238034.34803
A482;482;525740.686058;6238020.62177
A483;483;526239.938098;6238006.89533
A484;484;526739.190134;6237993.16872
A485;485;527238.442165;6237979.44194
A486;486;527737.694274;6237965.7152
A487;487;528236.94616;6237951.98855
A488;488;528736.19829;6237938.26147
A489;489;529235.450302;6237924.53395
A490;490;529734.708766;6237910.81145
A491;491;530233.967887;6237897.08931
A492;492;530733.227001;6237883.36698
A493;493;531232.486134;6237869.64449
A494;494;531731.74527;6237855.92231
A495;495;532231.004375;6237842.19993
A496;496;518238.169539;6237727.21147
A497;497;518737.42465;6237713.4923
A498;498;519236.679753;6237699.77294
A499;499;519735.934847;6237686.05339
A500;500;520235.189962;6237672.33367
A501;501;520734.445071;6237658.61378
A502;502;521233.699522;6237644.89331
A503;503;521732.951213;6237631.16885
A504;504;522232.202895;6237617.44372
A505;505;522731.454567;6237603.71839
A506;506;523230.706259;6237589.99289
A507;507;523729.957947;6237576.2672
A508;508;524229.209605;6237562.54134
A509;509;524728.461264;6237548.81581
A510;510;525227.712921;6237535.0901
A511;511;525726.964568;6237521.36369
A512;512;526226.216236;6237507.63712
A513;513;526725.467895;6237493.91037
A514;514;527224.719525;6237480.18343
A515;515;527723.971148;6237466.45632
A516;516;528223.222854;6237452.72928
A517;517;528722.474308;6237439.00231
A518;518;529221.726032;6237425.27491
A519;519;529720.984372;6237411.55245
A520;520;530220.243372;6237397.83036
A521;521;530719.502367;6237384.10812
A522;522;531218.761357;6237370.3857
A523;523;531718.020425;6237356.66333
A524;524;532217.279268;6237342.94104
A525;525;518723.708169;6237214.23569
A526;526;519222.963009;6237200.51631
A527;527;519722.217841;6237186.79678
A528;528;520221.472668;6237173.07706
A529;529;520720.72749;6237159.35716
A530;530;521219.981755;6237145.63642
A531;531;521719.232901;6237131.91182
A532;532;522218.484267;6237118.18677
A533;533;522717.735542;6237104.46133
A534;534;523216.986809;6237090.73569
A535;535;523716.23807;6237077.00986
A536;536;524215.489353;6237063.28386
A537;537;524714.740716;6237049.55794
A538;538;525213.991801;6237035.83208
A539;539;525713.243136;6237022.10579
A540;540;526212.49438;6237008.37909
A541;541;526711.745614;6236994.65219
A542;542;527210.996867;6236980.92511
A543;543;527710.248115;6236967.19786
A544;544;528209.499333;6236953.47042
A545;545;528708.750551;6236939.74332
A546;546;529208.001794;6236926.01603
A547;547;529707.259958;6236912.29363
A548;548;530206.518839;6236898.57161
A549;549;530705.777739;6236884.84943
A550;550;531205.036608;6236871.12706
A551;551;531704.295473;6236857.40453
A552;552;519209.246246;6236701.25988
A553;553;519708.500842;6236687.54033
A554;554;520207.755405;6236673.82061
A555;555;520707.009963;6236660.10071
A556;556;521206.263854;6236646.37969
A557;557;521705.514738;6236632.65496
A558;558;522204.765619;6236618.93003
A559;559;522704.016519;6236605.20443
A560;560;523203.267388;6236591.47864
A561;561;523702.518249;6236577.75269
A562;562;524201.769131;6236564.02655
A563;563;524701.019983;6236550.30025
A564;564;525200.270915;6236536.57399
A565;565;525699.521623;6236522.84782
A566;566;526198.772551;6236509.1212
A567;567;526698.023387;6236495.39418
A568;568;527197.27424;6236481.66696
A569;569;527696.525063;6236467.93958
A570;570;528195.775881;6236454.212
A571;571;528695.026803;6236440.4845
A572;572;529194.277477;6236426.75708
A573;573;529693.535571;6236413.03495
A574;574;530192.794336;6236399.31302
A575;575;530692.053093;6236385.59092
A576;576;531191.311843;6236371.86862
A577;577;531690.57061;6236358.14615
A578;578;519195.529513;6236202.00361
A579;579;519694.783824;6236188.28408
A580;580;520194.038124;6236174.56434
A581;581;520693.292443;6236160.84444
A582;582;521192.546044;6236147.12339
A583;583;521691.796607;6236133.39825
A584;584;522191.046919;6236119.6732
A585;585;522690.297477;6236105.94772
A586;586;523189.547945;6236092.22179
A587;587;523688.798434;6236078.49569
A588;588;524188.048914;6236064.76942
A589;589;524687.299366;6236051.04295
A590;590;525186.549811;6236037.31632
A591;591;525685.800259;6236023.59002
A592;592;526185.050702;6236009.86352
A593;593;526684.301164;6235996.13635
A594;594;527183.551619;6235982.40899
A595;595;527682.802041;6235968.68145
A596;596;528182.052458;6235954.95375
A597;597;528681.302871;6235941.22587
A598;598;529180.553281;6235927.49829
A599;599;529679.811164;6235913.77647
A600;600;530179.069837;6235900.0546
A601;601;530678.328475;6235886.33256
A602;602;531177.587106;6235872.61034
A603;603;531676.845731;6235858.88795
A604;604;519181.811594;6235702.74703
A605;605;519681.065625;6235689.02741
A606;606;520180.31965;6235675.30762
A607;607;520679.573666;6235661.58765
A608;608;521178.826955;6235647.86652
A609;609;521678.077143;6235634.14105
A610;610;522177.327413;6235620.41565
A611;611;522676.577405;6235606.69031
A612;612;523175.827646;6235592.96455
A613;613;523675.077798;6235579.23837
A614;614;524174.327938;6235565.512
A615;615;524673.578099;6235551.78545
A616;616;525172.828255;6235538.05872
A617;617;525672.078467;6235524.33205
A618;618;526171.328427;6235510.60548
A619;619;526670.578633;6235496.87847
A620;620;527169.82875;6235483.15102
A621;621;527669.078886;6235469.42339
A622;622;528168.329013;6235455.69559
A623;623;528667.579111;6235441.9676
A624;624;529166.829289;6235428.23969
A625;625;529666.086898;6235414.51799
A626;626;530165.345582;6235400.79649
A627;627;530664.6042;6235387.07458
A628;628;531163.862808;6235373.35249
A629;629;518668.838903;6235217.20901
A630;630;519168.092477;6235203.48994
A631;631;519667.346321;6235189.77044
A632;632;520166.600078;6235176.05051
A633;633;520665.8538;6235162.33039
A634;634;521165.106805;6235148.60916
A635;635;521664.356732;6235134.88365
A636;636;522163.606654;6235121.15794
A637;637;522662.856601;6235107.43255
A638;638;523162.106546;6235093.70699
A639;639;523661.35646;6235079.98074
A640;640;524160.606367;6235066.25434
A641;641;524659.856291;6235052.52774
A642;642;525159.106186;6235038.80096
A643;643;525658.356076;6235025.074
A644;644;526157.60599;6235011.34737
A645;645;526656.855875;6234997.62054
A646;646;527156.105755;6234983.89306
A647;647;527655.355657;6234970.16538
A648;648;528154.605523;6234956.43754
A649;649;528653.855385;6234942.7095
A650;650;529153.105264;6234928.98129
A651;651;529652.363102;6234915.25946
A652;652;530151.621551;6234901.53842
A653;653;530650.880269;6234887.81694
A654;654;518655.120139;6234717.9522
A655;655;519154.373585;6234704.23301
A656;656;519653.62705;6234690.51363
A657;657;520152.880484;6234676.79358
A658;658;520652.133915;6234663.07332
A659;659;521151.38666;6234649.35197
A660;660;521650.63635;6234635.62639
A661;661;522149.886037;6234621.90065
A662;662;522649.135826;6234608.17496
A663;663;523148.385342;6234594.44936
A664;664;523647.635101;6234580.72332
A665;665;524146.884799;6234566.99685
A666;666;524646.134489;6234553.2702
A667;667;525145.384146;6234539.54336
A668;668;525644.6338;6234525.81637
A669;669;526143.883534;6234512.08944
A670;670;526643.133016;6234498.36257
A671;671;527142.382767;6234484.63527
A672;672;527641.632432;6234470.90755
A673;673;528140.882063;6234457.17964
A674;674;528640.131688;6234443.45156
A675;675;518142.148291;6234232.41551
A676;676;518641.401442;6234218.69584
A677;677;519140.654698;6234204.97626
A678;678;519639.907701;6234191.25675
A679;679;520139.160922;6234177.53679
A680;680;520638.414059;6234163.81643
A681;681;521137.666497;6234150.09496
A682;682;521636.91595;6234136.36933
A683;683;522136.165423;6234122.64353
A684;684;522635.414892;6234108.91755
A685;685;523134.664336;6234095.19188
A686;686;523633.913775;6234081.46605
A687;687;524133.16321;6234067.73954
A688;688;524632.412639;6234054.01283
A689;689;525131.662089;6234040.28596
A690;690;525630.91153;6234026.5589
A691;691;526130.160942;6234012.83166
A692;692;526629.410434;6233999.1045
A693;693;527128.659675;6233985.37742
A694;694;527627.909163;6233971.64989
A695;695;528127.158586;6233957.92194
A696;696;517129.924159;6233760.59849
A697;697;517629.177056;6233746.87905
A698;698;518128.429917;6233733.15943
A699;699;518627.682774;6233719.43965
A700;700;519126.935626;6233705.71969
A701;701;519626.188556;6233691.99978
A702;702;520125.44126;6233678.27996
A703;703;520624.694208;6233664.5597
A704;704;521123.94636;6233650.8381
A705;705;521623.195579;6233637.11244
A706;706;522122.444792;6233623.3866
A707;707;522621.693999;6233609.66055
A708;708;523120.943312;6233595.93459
A709;709;523620.192373;6233582.20871
A710;710;524119.441652;6233568.48238
A711;711;524618.690847;6233554.75564
A712;712;525117.940037;6233541.02872
A713;713;525617.189217;6233527.30161
A714;714;526116.438417;6233513.57433
A715;715;526615.687611;6233499.84686
A716;716;527114.936781;6233486.11971
A717;717;528612.684289;6233444.93622
A718;718;516616.953695;6233275.062
A719;719;517116.206356;6233261.34287
A720;720;517615.458929;6233247.62329
A721;721;518114.711524;6233233.90354
A722;722;518613.964112;6233220.18362
A723;723;519113.216668;6233206.46352
A724;724;519612.46922;6233192.74325
A725;725;520111.721793;6233179.02329
A726;726;520610.974339;6233165.30316
A727;727;521110.226202;6233151.58144
A728;728;521609.475212;6233137.85572
A729;729;522108.72419;6233124.12981
A730;730;522607.973161;6233110.40374
A731;731;523107.222152;6233096.67748
A732;732;523606.471199;6233082.9513
A733;733;524105.719994;6233069.22518
A734;734;524604.969059;6233055.49862
A735;735;525104.218012;6233041.77164
A736;736;525603.466958;6233028.0445
A737;737;526102.715921;6233014.31716
A738;738;526601.964855;6233000.58965
A739;739;527101.213869;6232986.8622
A740;740;516603.236382;6232775.80617
A741;741;517102.488499;6232762.08715
A742;742;517601.74086;6232748.3677
A743;743;518100.99316;6232734.64782
A744;744;518600.245432;6232720.92778
A745;745;519099.497692;6232707.20754
A746;746;519598.749972;6232693.48713
A747;747;520098.002333;6232679.76678
A748;748;520597.254416;6232666.04652
A749;749;521096.506077;6232652.32494
A750;750;521595.754825;6232638.59918
A751;751;522095.003566;6232624.87322
A752;752;524091.998532;6232569.96813
A753;753;524591.247253;6232556.24179
A754;754;526088.993432;6232515.06017
A755;755;517088.770791;6232262.83162
A756;756;517588.0228;6232249.11229
A757;757;518087.274802;6232235.39228
A758;758;518586.526778;6232221.67209
A759;759;519085.778746;6232207.95173
A760;760;519585.030707;6232194.2312
A761;761;520084.282662;6232180.51047
A762;762;520583.534723;6232166.78981
A763;763;521082.785876;6232153.06838
A764;764;521582.034467;6232139.34279
A765;765;522081.282975;6232125.61679
A766;766;524577.525393;6232056.98485
A767;767;517574.304634;6231749.85681
A768;768;518073.5564;6231736.13691
A769;769;518572.808103;6231722.41659
A770;770;519072.059803;6231708.6961
A771;771;519571.311471;6231694.97541
A772;772;520070.563132;6231681.25456
A773;773;520569.814788;6231667.53354
A774;774;521069.065797;6231653.81197
A775;775;521568.314095;6231640.0866
A776;776;519557.592213;6231195.71982
A777;777;520056.843607;6231181.99884
A778;778;520556.094967;6231168.27767
A779;779;521055.345773;6231154.55574
A780;780;521041.625588;6230655.29969
